task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-0062,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — интеграции с Plane,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: reporting.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,medium,1,27,25,8,False,synthetic,2023-11-30T00:00:00,2023-12-20T00:00:00
TASK-0063,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Настроить Docker Compose для dev-окружения — ML-пайплайна,Подготовить локальный запуск сервисов COMPASS AI рядом с self-hosted Plane. Контекст задачи: recommendation engine.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",5,medium,4,26,31,6,True,synthetic,2024-07-22T00:00:00,2024-07-31T00:00:00
TASK-0064,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Исправить падение API при пустом описании задачи — модуля авторизации,Добавить корректную обработку задач без description и покрыть сценарий тестом. Контекст задачи: team workload.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,medium,1,38,30,7,False,synthetic,2025-01-22T00:00:00,2025-01-23T00:00:00
TASK-0065,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подключить чтение work items из Plane — ML-пайплайна,Получить список задач проекта через Plane API и привести ответ к внутреннему формату COMPASS AI. Контекст задачи: data export.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,medium,5,3,22,0,True,synthetic,2024-02-10T00:00:00,2024-02-28T00:00:00
TASK-0066,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — системы уведомлений,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: team workload.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",1,none,1,1,31,0,False,synthetic,2026-02-16T00:00:00,2026-02-21T00:00:00
TASK-0067,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Собрать отчёт по fairness рекомендаций — пайплайна рекомендаций,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: fairness analysis.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,low,2,44,22,8,False,synthetic,2023-05-05T00:00:00,2023-05-14T00:00:00
TASK-0068,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — системы отчётов,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: recommendation engine.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,4,32,38,7,False,synthetic,2023-07-03T00:00:00,2023-07-23T00:00:00
TASK-0069,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — системы отчётов,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: team workload.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,medium,3,16,56,2,False,synthetic,2023-12-01T00:00:00,2023-12-13T00:00:00
TASK-0070,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить healthcheck для COMPASS API — ML-пайплайна,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: billing.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",5,high,5,52,35,7,False,synthetic,2025-04-27T00:00:00,2025-04-27T00:00:00
TASK-0071,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — модуля командной загрузки,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: auth.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,high,3,43,11,6,False,synthetic,2026-02-22T00:00:00,2026-03-13T00:00:00
TASK-0072,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить healthcheck для COMPASS API — экспорта данных,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: recommendation engine.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,medium,5,44,40,0,False,synthetic,2023-02-22T00:00:00,2023-03-03T00:00:00
TASK-0073,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить страницу командной загрузки — модуля безопасности,"Сделать UI-страницу с таблицей сотрудников, текущей загрузкой и индикаторами риска. Контекст задачи: billing.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,high,4,48,23,3,False,synthetic,2025-08-01T00:00:00,2025-08-12T00:00:00
TASK-0074,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — системы уведомлений,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: Plane integration.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,low,5,50,46,6,False,synthetic,2024-09-20T00:00:00,2024-10-01T00:00:00
TASK-0075,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — аналитического dashboard,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: data export.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,low,4,1,50,6,False,synthetic,2023-04-07T00:00:00,2023-04-26T00:00:00
TASK-0076,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — системы отчётов,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: permissions.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,low,2,20,25,3,False,synthetic,2024-07-01T00:00:00,2024-07-11T00:00:00
TASK-0077,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — пайплайна рекомендаций,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: dashboard.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,4,43,35,0,False,synthetic,2023-03-07T00:00:00,2023-03-27T00:00:00
TASK-0078,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — пайплайна рекомендаций,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: team workload.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,low,2,45,19,5,False,synthetic,2023-11-13T00:00:00,2023-11-28T00:00:00
TASK-0079,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload — интеграции с Plane,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: ML pipeline.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",4,medium,5,52,30,7,False,synthetic,2025-10-07T00:00:00,2025-10-24T00:00:00
TASK-0080,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить healthcheck для COMPASS API — ML-пайплайна,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: recommendation engine.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,medium,4,28,43,7,False,synthetic,2023-03-29T00:00:00,2023-04-10T00:00:00
TASK-0081,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — модуля авторизации,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: reporting.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,high,5,12,24,4,False,synthetic,2025-07-09T00:00:00,2025-07-21T00:00:00
TASK-0082,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — системы отчётов,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: data export.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,16,16,8,True,synthetic,2025-10-18T00:00:00,2025-10-24T00:00:00
TASK-0083,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — модуля авторизации,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: audit logs.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,high,5,18,28,2,False,synthetic,2025-10-10T00:00:00,2025-10-27T00:00:00
TASK-0084,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — экспорта данных,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: ML pipeline.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,low,5,21,36,5,False,synthetic,2023-06-16T00:00:00,2023-06-20T00:00:00
TASK-0085,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — системы отчётов,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: ML pipeline.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,medium,4,35,25,5,False,synthetic,2026-05-04T00:00:00,2026-05-10T00:00:00
TASK-0086,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — модуля командной загрузки,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: team workload.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,low,4,47,39,7,False,synthetic,2024-08-08T00:00:00,2024-08-09T00:00:00
TASK-0087,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить text embeddings для описаний задач — системы отчётов,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: model metrics.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",3,high,3,48,48,8,True,synthetic,2026-03-29T00:00:00,2026-04-12T00:00:00
